ERJ3EKF3901V|Panasonic Electronic Components|10834|6668|$0.0200|1001|$0.0300|1|$0.1500
ERA-3AEB152V|Panasonic Electronic Components|3344|834|$0.0400|101|$0.0600|1|$0.2000
04-6232-104-102-800+|KYOCERA Connector Products Division|106|17|$0.3600|7|$0.6400|1|$0.8000
HLMP-3301|Avago Technologies|91|65|$0.0975|27|$0.1560|1|$0.1950
HLMP-3301|Agilent Technologies Inc|2704|428|$0.0780|52|$0.1170|1|$0.3900
HLMP-3301|Opto Inc|79|26|$0.2394|7|$0.3990|1|$0.7980
HLMP-3301|Avago Technologies|12|7|$0.3990|1|$0.7980
HLMP-3301|Agilent technologies Inc|480|170|$0.2950|43|$0.3540|1|$0.5900
HLMP-3301|N/A|183|170|$0.2950|43|$0.3540|1|$0.5900
HLMP-3301|Hewlett Packard Co|74|43|$0.3540|9|$0.4720|1|$0.5900
HLMP-3301|Agilent Technologies Inc|35|30|$0.5100|7|$0.6800|1|$0.8500
HLMP-3301|Hewlett Packard Co|2069|2001|$0.3500|401|$0.4000|1|$1.0000
HLMP-3301#002|Hewlett Packard Co|1253|262|$0.1530|40|$0.1913|1|$0.3400
HLMP-3301#010|Hewlett Packard Co|5|8|$0.5600|1|$0.7000
HLMP-3301#010|Avago Technologies|28|1|$1.4500
HLMP-3301#010|Hewlett Packard Co|1|7|$3.7303|3|$4.2390|1|$5.0868
HLMP-3301-009|N/A|17|1182|$0.1317|237|$0.1694|1|$0.3764
HLMP-7019|Hewlett Packard Co|600|168|$0.2000|21|$0.3000|1|$1.0000
HLMP-7019-D0010|Agilent Technologies Inc|177|106|$0.4750|27|$0.5700|1|$0.9500
RB551V-30TE-17|ROHM Semiconductor|930|287|$0.1470|64|$0.2100|1|$0.4200
RB551V-30TE-17|ROHM Semiconductor|4800|834|$0.0400|101|$0.0600|1|$0.2000
RB551V-30TE-17|ROHM Semiconductor|2396|254|$0.1318|31|$0.1977|1|$0.6590
RB551V-30TE-17|ROHM Semiconductor|6992|5001|$0.1400|1668|$0.1600|1|$0.8000
RHU002N06-T106|ROHM Semiconductor|10596|8334|$0.0360|695|$0.0480|1|$0.2400
EECF5R5H105|Panasonic Electronic Components|155|68|$2.6000|7|$3.0000|1|$6.0000
EECF5R5H105|Panasonic Electronic Components|155|68|$2.6000|7|$3.0000|1|$6.0000
EECF5R5H105|Panasonic Electronic Components|127|91|$2.5715|26|$2.7800|1|$4.1700
EECF5R5H105|Panasonic Electronic Components|127|91|$2.5715|26|$2.7800|1|$4.1700
EECF5R5H105|Panasonic Electronic Components|14|12|$6.0000|4|$6.6000|1|$9.0000
EECF5R5H105|Panasonic Electronic Components|14|12|$6.0000|4|$6.6000|1|$9.0000
EEE1AA331P|Panasonic Electronic Components|519|248|$0.1620|38|$0.2025|1|$0.3600
EEE1AA331P|Panasonic Electronic Components|519|248|$0.1620|38|$0.2025|1|$0.3600
EEE1VA100SR|Panasonic Electronic Components|1435|408|$0.0884|52|$0.1228|1|$0.2455
EEE1VA100SR|Panasonic Electronic Components|1435|408|$0.0884|52|$0.1228|1|$0.2455
EEE1VA100SR|Panasonic Electronic Components|593|168|$0.3000|43|$0.3600|1|$0.6000
EEE1VA100SR|Panasonic Electronic Components|593|168|$0.3000|43|$0.3600|1|$0.6000
MCR18EZPJ474|ROHM Semiconductor|4000|557|$0.0600|64|$0.0900|1|$0.2000
ERJ8GEYJ913V|Panasonic Electronic Components|4800|557|$0.0600|64|$0.0900|1|$0.2000
ERJ8GEYJ913V|Panasonic Electronic Components|4800|557|$0.0600|64|$0.0900|1|$0.2000
DP2012-E2455DBT/LF|ACT|3280|809|$1.1250|433|$1.2375|1|$3.0000
193797-1|TE Connectivity Ltd|21|9|$2.2800|3|$3.0400|1|$4.5600
BLM18PG330SN1D|Murata Manufacturing Co Ltd|7495|1334|$0.0270|168|$0.0375|1|$0.0750
BLM18PG330SN1D|Murata Manufacturing Co Ltd|3200|1112|$0.0270|223|$0.0450|1|$0.1350
BLM18PG330SN1D|Murata Manufacturing Co Ltd|9400|1001|$0.0150|201|$0.0500|1|$0.1500
BLM18PG330SN1D|Murata Manufacturing Co Ltd|2824|742|$0.0450|84|$0.0675|1|$0.1500
BLM18PG330SN1D|Murata Manufacturing Co Ltd|24575|20001|$0.0350|6668|$0.0400|1|$0.2000
281695-2|TE Connectivity Ltd|2683|650|$0.2750|137|$0.3080|1|$0.8800
TPSD107M010R0050|AVX Corporation|111|81|$0.4500|18|$0.7500|1|$1.5000
STW8Q14C|Seoul Semiconductor|2495|1112|$0.1400|223|$0.1800|1|$0.4000
BD9G101G-TR|ROHM Semiconductor|4197|714|$1.2750|383|$1.4025|1|$3.4000
0805YD105KAT2A|AVX Corporation|874|201|$0.0500|34|$0.1000|1|$0.1500
0805YD105KAT2A|AVX Corporation|175|34|$0.1000|1|$0.1500
0805YD105KAT2A|AVX Corporation|141|49|$0.0700|1|$0.1050
0805YD105KAT2A|KYOCERA Corporation|2000|1001|$0.0300|201|$0.0500|1|$0.1500
