ERJ2RKF33R2X|Panasonic Electronic Components|16958|89|$0.0563|268|$0.0375|935|$0.0094|7980|$0.0056|
MC68302EH16C|Freescale Semiconductor|10|1|$22.5000
TDA8020HL/C2,118|Philips Semiconductors|1234|3|$2.4640|12|$1.6016|33|$1.2320|103|$1.1499|219|$1.0677|446|$1.0102|
SMBJ20CA|Littelfuse Inc|216|14|$0.3750|41|$0.1875
FDN359AN|Fairchild Semiconductor Corporation|1100|9|$0.5625|37|$0.3656|138|$0.2109|476|$0.1800|
S3M|Fairchild Semiconductor Corporation|2680|7|$0.7500|21|$0.3750|135|$0.2250|668|$0.1500|
S3M1600000E20FAGZWA0|QUARTZ(RoHS)|1000|7|$0.7500|21|$0.3750|135|$0.2250
L4978|STMicroelectronics|425|2|$3.0000|8|$2.2500|24|$1.8750
SMBJ75CA|Bourns Inc|1080|15|$0.3375|46|$0.1688
SMBJ75CA|Littelfuse Inc|155|14|$0.3750|41|$0.1875
SMCJ28A|Fairchild Semiconductor Corporation|2550|9|$0.6000|26|$0.3000|168|$0.1800|835|$0.1200|
SMCJ28A|Littelfuse Inc|50|9|$0.6000|26|$0.3000|168|$0.1800|835|$0.1200|2918|$0.0900|
SMCJ28A|Bourns Inc|2990|9|$0.6000|26|$0.3000|168|$0.1800
TZMC20-GS08|Vishay Intertechnologies|7410|56|$0.0900|168|$0.0600|585|$0.0150|5001|$0.0090|
TLMG1100-GS08|Vishay BLH|2473|13|$0.4125|38|$0.2062|244|$0.1237|1214|$0.0825|
TSOP4138|Vishay BLH|30|4|$1.5000|15|$0.9750
HCPL-0611-560E|Avago Technologies|1500|3|$1.8000|13|$1.3500|39|$1.1250
HCPL2601|Hewlett Packard Co|19|4|$1.5000|15|$0.9750|53|$0.5625
HCPL2601|Fairchild Semiconductor Corporation|47|3|$2.1000|11|$1.5750|33|$1.3125|116|$0.7875|382|$0.7350|
HCPL2630|Hewlett Packard Co|50|2|$2.7000|9|$2.0250|26|$1.6875|90|$1.0125|298|$0.9450|795|$0.8910|
HCPL-2630#500|Agilent Technologies Inc|1580|3|$1.8000|13|$1.3500
HLMP-1301|Agilent Technologies Inc|5869|23|$0.2250
HLMP-1719|Hewlett Packard Co|290|23|$0.2250|68|$0.1125
HLMP-1719|.|250|23|$0.2250|68|$0.1125
HLMP-1719-A00A2|Avago Technologies|1000|23|$0.2250|68|$0.1125|446|$0.0675|2224|$0.0450|7779|$0.0338|18493|$0.0304|
SMCJ33CA|Littelfuse Inc|2057|13|$0.4125
SMCJ33CA|Fairchild Semiconductor Corporation|3000|13|$0.4125|50|$0.2681|188|$0.1547|648|$0.1320|1403|$0.1155|
SMCJ33CA|Lite-On Semiconductor Corporation|20|13|$0.4125|50|$0.2681
TB400-10|Eaton Bussmann|12|1|$15.0000
HFW13R-2STE1LF|Amphenol FCi|5135|12|$0.4500|46|$0.2925|172|$0.1688|594|$0.1440|1286|$0.1260|3057|$0.1170|
MAX3430ESA|Maxim Integrated Products|3|1|$7.1680
MMBTH10|Fairchild Semiconductor Corporation|1542|45|$0.1125|135|$0.0563|890|$0.0338|4439|$0.0225|
MMBTH10|Fairchild Semiconductor Corporation|3000|45|$0.1125|135|$0.0563|890|$0.0338|4439|$0.0225|
CRCW080575K0FKEA|Vishay Intertechnologies|10000|8|$0.6562|32|$0.4265|119|$0.2461|408|$0.2100|882|$0.1837|2097|$0.1706|
CRCW080575K0FKEA|Vishay Intertechnologies|3237|23|$0.2250|68|$0.1125|446|$0.0675|2224|$0.0450|7779|$0.0338|
SMCJ36A|Littelfuse Inc|5|12|$0.4500|35|$0.2250
SMCJ70A|Diodes Incorporated|67|7|$0.7500|21|$0.3750|135|$0.2250|668|$0.1500|
SMCJ70A|GSI Technology|765|13|$0.4125|50|$0.2681|188|$0.1547
499252-2|TE Connectivity Ltd|124|7|$0.7500
HLMP-1540|Everlight Electronics Co Ltd|248|9|$0.6000|35|$0.3900|130|$0.2250
HLMP-2450|Hewlett Packard Co|120|3|$1.9500|12|$1.4625
HLMP-3962|Unknown|28|14|$0.3750|41|$0.1875|268|$0.1125|1335|$0.0750|4668|$0.0562|11122|$0.0506|
HLMP-4740|Agilent Technologies Inc|930|14|$0.3750|41|$0.1875|268|$0.1125
2-520181-2|TE Connectivity Ltd|386|13|$0.4125|38|$0.2062|244|$0.1237
M39014/02-1415|AVX Corporation|2|3|$1.8000
M39014/02-1415|KEMET Corporation|4|2|$3.0000|8|$2.2500|24|$1.8750
103635-3|TE Connectivity Ltd|12|8|$0.6750
BAT54S|Fairchild Semiconductor Corporation|1686|64|$0.0788|192|$0.0525|668|$0.0131|5727|$0.0079|15824|$0.0067|
BAT54S|Fairchild Semiconductor Corporation|1391|64|$0.0788|192|$0.0525|668|$0.0131|5727|$0.0079|
BAT54S|Philips Semiconductors|16565|64|$0.0788
BAT54S|Fairchild Semiconductor Corporation|5734|34|$0.1500|101|$0.0750|668|$0.0450|3335|$0.0300|
NCV8675DS50R4G|ON Semiconductor|707|2|$2.7000|9|$2.0250|26|$1.6875|90|$1.0125|298|$0.9450|
LM7824CT|National Semiconductor Corporation|120|9|$0.5625|37|$0.3656
LM3102MHX/NOPB|National Semiconductor Corporation|15|2|$3.6960|8|$2.4024
ECQ-E6153KF|Panasonic Electronic Components|100|7|$0.7500|21|$0.3750
EEC-S0HD334H|Panasonic Electronic Components|12|4|$1.5000
10TPB150ML|SANYO Semiconductor Co Ltd|1150|4|$1.4250|16|$0.9263|55|$0.5344|189|$0.4560|407|$0.3990|966|$0.3705|
10TPB150ML|Panasonic Electronic Components|5000|4|$1.4250|16|$0.9263|55|$0.5344|189|$0.4560|407|$0.3990|966|$0.3705|
EEU-FC1J220|Panasonic Electronic Components|16350|15|$0.3375|46|$0.1688|298|$0.1013|1482|$0.0675|5187|$0.0506|12353|$0.0456|
TPSB475K025R1500|AVX Corporation|1000|13|$0.4125|50|$0.2681|188|$0.1547|648|$0.1320|
TPSB475K025R1500|Unknown|891|13|$0.4125|50|$0.2681|188|$0.1547|648|$0.1320|
87227-5|TE Connectivity Ltd|12|2|$2.8000|10|$1.8200
2-87227-5|TE Connectivity Ltd|16|1|$10.5280|4|$6.8432|9|$5.2640|25|$4.9134|52|$4.5618|
ABLSG-24.000MHZ-D-2-Y-T|Abracon Corporation|235|7|$0.7500|21|$0.3750|135|$0.2250
TR/3216FF3-R|Cooper Bussmann Wireless|2350|7|$0.8250|26|$0.5363|95|$0.3094|325|$0.2640|702|$0.2310|1668|$0.2145|
10TPC68M|SANYO Semiconductor Co Ltd|3265|5|$1.2375|18|$0.8044|64|$0.4641|217|$0.3960|469|$0.3465|1113|$0.3218|
10TPC68M|Panasonic Electronic Components|9000|5|$1.2375|18|$0.8044|64|$0.4641|217|$0.3960|469|$0.3465|1113|$0.3218|
12065C334KAT2A|AVX Corporation|4540|9|$0.5625|28|$0.2812|179|$0.1687|891|$0.1125|3113|$0.0844|
ERJ3EKF4023V|Panasonic Electronic Components|5000|20|$0.2625|59|$0.1313|382|$0.0788|1905|$0.0525|
ERJ1TYJ201U|Panasonic Electronic Components|7332|14|$0.3750|41|$0.1875|268|$0.1125|1335|$0.0750|
TPSE227K010R0100|AVX Corporation|339|6|$0.9375|23|$0.6094|84|$0.3516|286|$0.3000|
TPSE227K010R0100|AVX Corporation|3933|6|$0.9375|23|$0.6094|84|$0.3516|286|$0.3000|618|$0.2625|
1210GC102KAT1A|AVX Corporation|1835|20|$0.2625|59|$0.1313|382|$0.0788
1808GC102KAT1A|AVX Corporation|7590|15|$0.3375|46|$0.1688|298|$0.1013|1482|$0.0675|5187|$0.0506|
1808GC102KAT1A|AVX Corporation|1549|15|$0.3375|46|$0.1688|298|$0.1013|1482|$0.0675|
ERJ14NF10R0U|Panduit Corp|4460|34|$0.1500|101|$0.0750|668|$0.0450|3335|$0.0300|
SN74LVC1G27DCKR|Texas Instruments|2915|14|$0.3750|41|$0.1875|268|$0.1125|1335|$0.0750|
SP-GB-ZX-CDA|Source Photonics|4|1|$48.0000
TAJD226K035RNJ|AVX Corporation|500|3|$2.4000|10|$1.8000|29|$1.5000|101|$0.9000|
AQV414|Panasonic Electronic Components|7|2|$3.3600|9|$2.1840|24|$1.6800|76|$1.5681|
BYG21K-E3/TR|Vishay BLH|5400|14|$0.3750|41|$0.1875|268|$0.1125|1335|$0.0750|4668|$0.0562|
B72210S110K101|TDK Epcos|1500|8|$0.6750|24|$0.3375|150|$0.2025|742|$0.1350|
CL31B105KBHNNNE|Samsung Electronics Co. Ltd|4204|7|$0.7500|28|$0.4875|104|$0.2812|357|$0.2400|
CL31B105KBHNNNE|Samsung Electronics Co. Ltd|515|7|$0.7500|28|$0.4875|104|$0.2812|357|$0.2400|772|$0.2100|1835|$0.1950|
ELK-E221FA|Panasonic Electronic Components|200|10|$0.5250|40|$0.3413|148|$0.1969
SN74ACT14NSRG4|Texas Instruments|127|9|$0.6000|26|$0.3000
TPSD337K006R0050|AVX Corporation|325|3|$1.6875|13|$1.0969|47|$0.6328|160|$0.5400|
CRCW06035K10FKEA|Vishay BLH|8655|27|$0.1875|81|$0.0938|535|$0.0562|2671|$0.0375|
CRCW06035K10FKTA|Vishay Dale|4965|27|$0.1875|81|$0.0938|535|$0.0562|2671|$0.0375|
DTC143TKAT146|ROHM Semiconductor|2945|56|$0.0900|168|$0.0450|1113|$0.0270
ELKE103FA|Panasonic Electronic Components|683|9|$0.5625|37|$0.3656|138|$0.2109|476|$0.1800|1029|$0.1575|
AQY212GH|Panasonic Electronic Components|8|2|$4.4800|7|$2.9120
LM2931CM/NOPB|Texas Instruments|14|5|$1.1250
25SVPF330M|Panasonic Electronic Components|800|3|$1.6875|13|$1.0969|47|$0.6328|160|$0.5400|344|$0.4725|
BC807-40LT1G|ON Semiconductor|2025|75|$0.0675|224|$0.0450|779|$0.0113
TPSD337K010R0150|AVX Corporation|495|3|$1.8000|13|$1.3500|39|$1.1250|135|$0.6750|446|$0.6300|
P6KE170A|Littelfuse Inc|220|9|$0.6000|26|$0.3000|168|$0.1800
P6KE170A|GSI Technology|2000|9|$0.6000|26|$0.3000|168|$0.1800|835|$0.1200|
MMA02040C1003FB300|Vishay BLH|885|20|$0.2625|59|$0.1313|382|$0.0788
3413.0114.22|Schurter Electronic Components|35|1|$8.6240|4|$5.6056|10|$4.3120
08055A6R8CAT2A|AVX Corporation|16872|8|$0.6562|32|$0.4265|119|$0.2461|408|$0.2100|882|$0.1837|2097|$0.1706|
0805YA103FAT2A|AVX Corporation|130|6|$0.9375|23|$0.6094|84|$0.3516
SR215C104KAR|AVX Corporation|600|27|$0.1875|81|$0.0938|535|$0.0562
ERJ8RQF1R0V|Panasonic Electronic Components|5917|15|$0.3375|46|$0.1688|298|$0.1013|1482|$0.0675|
GRM31CF51H475ZA01L|Murata Manufacturing Co Ltd|160|9|$0.6000|26|$0.3000
INA2126UA|Texas Instruments|18|2|$4.0320|8|$2.6208
ERJ8GEYJ470V|Panasonic Electronic Components|4200|15|$0.3375
ERJ2RKF2492X|Panasonic Electronic Components|21800|23|$0.2250|68|$0.1125|446|$0.0675|2224|$0.0450|7779|$0.0338|
04026D224KAT2A|AVX Corporation|30554|112|$0.0450|335|$0.0300|1168|$0.0075
2225GC103KAT1A|AVX Corporation|957|4|$1.3125|17|$0.8531|60|$0.4922|205|$0.4200|442|$0.3675|
VC080526C580RP|AVX Corporation|2165|14|$0.3750|41|$0.1875|268|$0.1125|1335|$0.0750|
VC080526C580RP|AVX Corporation|64740|14|$0.3750|41|$0.1875|268|$0.1125|1335|$0.0750|4668|$0.0562|11122|$0.0506|
42490-3|TE Connectivity Ltd|3000|23|$0.2250|68|$0.1125|446|$0.0675|2224|$0.0450|
MPC860ENZQ50D4|Freescale Semiconductor|10|1|$42.3000
CRCW040247K5FKED|Vishay Intertechnologies|66839|8|$0.6562|32|$0.4265|119|$0.2461|408|$0.2100|882|$0.1837|2097|$0.1706|
08052C153JAT2A|AVX Corporation|3720|12|$0.4500|35|$0.2250|224|$0.1350|1113|$0.0900|
MB811171622A-100FN|FUJITSU Limited|40|3|$2.2500|10|$1.6875|31|$1.4062
AP117162203|Airpax|4|1|$180.0000
TPSB226K016R0600|AVX Corporation|995|9|$0.6000|26|$0.3000|168|$0.1800|835|$0.1200|
MAX837EUS+T|Maxim Integrated Products|1390|3|$1.9800|12|$1.4850|35|$1.2375|123|$0.7425|406|$0.6930|1084|$0.6534|
MAX845ESA|Maxim Integrated Products|554|2|$3.8080|8|$2.4752|22|$1.9040
CKR06BX104KS|KEMET Corporation|7240|6|$0.9375|23|$0.6094|84|$0.3516|286|$0.3000|618|$0.2625|1468|$0.2438|
CKR06BX104KS|AVX Corporation|1548|6|$0.9375|23|$0.6094|84|$0.3516|286|$0.3000|618|$0.2625|1468|$0.2438|
CKR06BX104KSV|KEMET Corporation|4275|6|$0.9375|23|$0.6094|84|$0.3516|286|$0.3000|618|$0.2625|1468|$0.2438|
CKR06BX104KSV|AVX Corporation|5496|6|$0.9375|23|$0.6094|84|$0.3516|286|$0.3000|618|$0.2625|1468|$0.2438|
SMAJ12A-E3/61|Vishay Intertechnologies|1182|15|$0.3375|46|$0.1688|298|$0.1013
ATMEGA48PA-MU|Atmel Corporation|10|3|$1.8750
HSMD-C150|Agilent Technologies Inc|95|17|$0.3000|51|$0.1500|335|$0.0900
293D156X9025D2TE3|Vishay Intertechnologies|462|9|$0.5625|37|$0.3656|138|$0.2109|476|$0.1800|
593D107X9010D2TE3|Vishay Intertechnologies|893|10|$0.5250|40|$0.3413|148|$0.1969
ERJ8GEYJ223V|Panasonic Electronic Components|4200|15|$0.3375|46|$0.1688|298|$0.1013|1482|$0.0675|5187|$0.0506|
ISL83072EIBZA-T|Intersil Corporation|18|3|$1.8000|13|$1.3500
SN74LS38DR|Texas Instruments|1310|9|$0.5625|37|$0.3656|138|$0.2109|476|$0.1800|1029|$0.1575|
TR/0603FA1.5-R|Eaton Bussmann|4035|7|$0.7500|28|$0.4875|104|$0.2812|357|$0.2400|772|$0.2100|1835|$0.1950|
06031A150JAT2A|AVX Corporation|4033|148|$0.0338|445|$0.0225|1557|$0.0056
06035C223JAT2A|UNKNOWN MFG|20|8|$0.6562
CRCW0402665RFKED|Vishay BLH|5930|34|$0.1500|101|$0.0750|668|$0.0450|3335|$0.0300|
TMK316BJ106KL-T|TAIYO YUDEN|26000|7|$0.7500|28|$0.4875|104|$0.2812|357|$0.2400|772|$0.2100|1835|$0.1950|
293D226X9010C2TE3|Vishay Sprague|500|9|$0.6000|26|$0.3000|168|$0.1800
DG445DY|Vishay Siliconix|84|3|$2.2500|10|$1.6875|31|$1.4062
ERG-1SJ331E|Panasonic Electronic Components|2000|34|$0.1500|101|$0.0750|668|$0.0450
RCA08054K70JNEA|Vishay BLH|4405|17|$0.3000|51|$0.1500|335|$0.0900|1668|$0.0600|
CC0603KRX7R9BB102|YAGEO Corporation|4000|34|$0.1500|101|$0.0750|668|$0.0450|3335|$0.0300|
CC0603KRX7R9BB102|YAGEO Corporation|8000|34|$0.1500|101|$0.0750|668|$0.0450|3335|$0.0300|11668|$0.0225|
HLMP-6300|Agilent Technologies Inc|404|7|$0.7500|21|$0.3750|135|$0.2250|668|$0.1500|
ZTX751|Zetex / Diodes Inc|297|7|$0.7500|21|$0.3750|135|$0.2250
ZTX751|Zetex / Diodes Inc|693|7|$0.7500|28|$0.4875|104|$0.2812|357|$0.2400|772|$0.2100|1835|$0.1950|
626064-0|TE Connectivity Ltd|8168|4|$1.6406|14|$1.0664|48|$0.6152|164|$0.5250|354|$0.4594|840|$0.4266|
MM74HC32M|Fairchild Semiconductor Corporation|601|10|$0.5250|30|$0.2625|192|$0.1575
MM74HC32M|National Semiconductor Corporation|216|10|$0.5250|30|$0.2625|192|$0.1575
MM74HCT245WMX|Fairchild Semiconductor Corporation|290|12|$0.4500|46|$0.2925|172|$0.1688|594|$0.1440|
MM74HCT245WMX|National Semiconductor Corporation|965|12|$0.4500|46|$0.2925|172|$0.1688|594|$0.1440|
WSL20108L000FEA|Vishay Intertechnologies|727|7|$0.7500|28|$0.4875|104|$0.2812|357|$0.2400|772|$0.2100|1835|$0.1950|
RJHSE5384|Amphenol Corporation|75|4|$1.5000|15|$0.9750
SDR1005-151KL|Bourns Inc|1320|8|$0.7125|30|$0.4631|109|$0.2672|376|$0.2280|813|$0.1995|
MC34071D|ON Semiconductor|56|1|$18.0000
9061-103-1002|Murata Manufacturing Co Ltd|106|1|$48.0000|11|$46.1520|18|$44.3040|35|$42.4608|57|$40.6176|75|$39.3600|
6200.4115|Schurter Electronic Components|450|2|$2.5760|11|$1.6744|31|$1.2880|99|$1.2022|209|$1.1162|427|$1.0562|
2SA1774TLQ|ROHM Semiconductor|6715|27|$0.1875|81|$0.0938|535|$0.0562
NACZ102M6.3V8X10.5TR13F|NIC Components Corp|207|9|$0.6000|26|$0.3000|168|$0.1800
MMBFJ175LT1|Motorola Semiconductor Products|1875|8|$0.6750|24|$0.3375|150|$0.2025|742|$0.1350|
MMBFJ177|Fairchild Semiconductor Corporation|8495|7|$0.7500|21|$0.3750|135|$0.2250|668|$0.1500|2335|$0.1125|
LMK212B7105KG-T|TAIYO YUDEN|1860|64|$0.0788|192|$0.0525|668|$0.0131
293D106X0025D2TE3|Vishay Sprague|465|13|$0.4125|50|$0.2681|188|$0.1547
1N5817|Vishay Semiconductors|782|27|$0.1875|81|$0.0938|535|$0.0562|2671|$0.0375|9335|$0.0281|
1N5817|General Instrument|150|27|$0.1875|81|$0.0938|535|$0.0562|2671|$0.0375|9335|$0.0281|22243|$0.0253|
1N5817|General Instrument|12893|27|$0.1875|81|$0.0938|535|$0.0562|2671|$0.0375|
1N5817|Motorola Semiconductor Products|40853|27|$0.1875|81|$0.0938|535|$0.0562|2671|$0.0375|
1N5817|Motorola Semiconductor Products|4836|27|$0.1875|81|$0.0938|535|$0.0562|2671|$0.0375|
1N5817|ON Semiconductor|50|27|$0.1875|81|$0.0938
DG271BDY|Vishay Siliconix|34|2|$3.5840|8|$2.3296|23|$1.7920
AT25256B-SSHL-B|Atmel Corporation|57|3|$1.8000|13|$1.3500|39|$1.1250
LM2901PT|STMicroelectronics|203|9|$0.5625|28|$0.2812
MMBT3904-7-F|Diodes Incorporated|4228|14|$0.3750|41|$0.1875|268|$0.1125|1335|$0.0750|4668|$0.0562|11122|$0.0506|
